Date,Turnover,Active_Share,Health,Approval
2026-06-17 21:58:47.682542,0.162610224464229,0.4050596753961351,66.42095309803918,86.0
2026-06-17 22:36:07.459992,0.162610224464229,0.4050596753961351,66.42095309803918,86.0
2026-06-17 22:44:31.579718,0.162610224464229,0.4050596753961352,66.42095309803918,91.0
2026-06-17 22:47:09.129683,0.162610224464229,0.4050596753961351,66.42095309803918,91.0
2026-06-17 22:55:21.268694,0.162610224464229,0.4050596753961351,66.42095309803918,91.0
2026-06-17 23:09:03.407254,0.162610224464229,0.405059675396135,66.42095309803916,91.0
2026-06-17 23:26:44.075511,0.162610224464229,0.4050596753961352,66.42095309803918,91.0
2026-06-18 00:13:21.962895,0.162610224464229,0.4050596753961351,66.42095309803918,91.0
2026-06-18 00:42:06.095548,0.162610224464229,0.4050596753961352,66.42095309803918,91.0
2026-06-18 01:10:09.936324,0.162610224464229,0.4050596753961352,66.42095309803918,86.0
2026-06-18 01:14:55.434191,0.162610224464229,0.4050596753961351,66.42095309803918,86.0
2026-06-18 01:22:55.386723,0.162610224464229,0.4050596753961351,66.42095309803918,86.0
2026-06-18 01:50:06.880756,0.162610224464229,0.4050596753961351,66.42095309803918,76.0
2026-06-18 01:57:41.427228,0.162610224464229,0.4050596753961351,66.42095309803918,81.0
2026-06-18 02:06:22.643408,0.162610224464229,0.4050596753961351,66.42095309803918,81.0
2026-06-18 02:25:25.464861,0.145774695187675,0.3957757530517037,68.61335314534453,76.0
2026-06-18 02:30:42.453392,0.145774695187675,0.3957757530517038,68.61335314534453,76.0
2026-06-18 02:37:15.898322,0.145774695187675,0.3957757530517038,68.61335314534453,76.0
2026-06-18 02:50:47.252277,0.145774695187675,0.3957757530517038,68.61335314534453,76.0
2026-06-18 03:07:10.307938,0.162610224464229,0.4050596753961351,66.42095309803918,81.0
2026-06-18 06:27:08.681992,0.162610224464229,0.4050596753961351,66.42095309803918,78.11034446748526
2026-06-18 06:32:27.677723,0.1623773421854387,0.4159272122057719,66.16576630841229,88.41156207825503
2026-06-18 06:40:55.554214,0.1623773421854387,0.415927212205772,66.16576630841229,80.38543018367595
2026-06-18 06:41:21.113070,0.1623773421854387,0.415927212205772,66.16576630841229,80.38543018367595
2026-06-18 06:49:37.705269,0.1623773421854387,0.4159272122057719,66.16576630841229,93.9089127885738
2026-06-18 06:53:16.303712,0.1623773421854387,0.4159272122057719,66.16576630841229,93.9089127885738
2026-06-18 07:04:45.097421,0.1414647663674572,0.6547133234902113,65.94183410708692,79.4161240084187
2026-06-18 07:07:11.672875,0.1414647663674572,0.6547133234902112,65.94183410708692,79.4161240084187
2026-06-18 07:18:48.889909,0.1403995486510019,0.7693652317637149,61.42296926756301,76.24565107920039
2026-06-18 07:28:18.036644,0.1403995486510019,0.7693652317637149,61.422969267563005,76.24565107920039
2026-06-18 07:36:30.685111,0.1247998243738491,0.8274383363479866,66.83434196278775,65.86490427588404
2026-06-18 07:44:13.699989,0.1276726565448851,0.8089875391996671,66.82302274183289,76.1913213049399
2026-06-18 07:49:26.247125,0.1253139343790728,0.7701436189435098,66.93362972541455,71.50077579546735
2026-06-18 07:50:41.636649,0.1253139343790728,0.7701436189435098,66.93362972541455,71.50077579546735
2026-06-18 07:54:48.293877,0.129502085692224,0.7313918982336592,66.88712517516603,87.63274178204715
2026-06-18 07:59:36.847914,0.1266469083760695,0.7091401531685733,66.87475155100921,88.85037619814415
2026-06-18 08:03:01.707935,0.1296125557652091,0.5640739621984177,67.26041369745784,88.84675128544922
2026-06-18 08:03:22.905329,0.131771562493061,0.522540049421692,67.17025172035922,93.70180746559728
2026-06-18 08:10:17.782946,0.131771562493061,0.5225400494216917,67.1702517203592,94.3062052579286
2026-06-18 08:19:17.987150,0.131771562493061,0.522540049421692,73.7222922170356,94.3062052579286
2026-06-18 08:45:05.029354,0.131771562493061,0.5225400494216919,73.7222922170356,94.3062052579286
2026-06-18 09:01:32.747000,0.131771562493061,0.5225400494216917,73.7222922170356,94.3062052579286
2026-06-18 09:44:34.306890,0.131771562493061,0.5225400494216919,73.7222922170356,79.83399293637594
2026-06-18 09:56:07.035641,0.131771562493061,0.5225400494216917,73.7222922170356,79.83399293637594
2026-06-18 10:01:12.662210,0.131771562493061,0.5225400494216919,73.7222922170356,79.83399293637594
2026-06-18 10:03:18.381106,0.131771562493061,0.5225400494216919,73.7222922170356,79.83399293637594
2026-06-18 10:05:57.628905,0.131771562493061,0.5225400494216919,73.7222922170356,79.83399293637594
2026-06-18 10:07:09.590235,0.131771562493061,0.5225400494216917,73.7222922170356,79.83399293637594
2026-06-18 10:39:41.745151,0.131771562493061,0.5225400494216917,73.7222922170356,65.2250306023721
2026-06-18 10:41:01.764082,0.1353643028909312,0.5256314856532647,73.68689548707202,65.1610778173087
2026-06-18 10:41:27.686827,0.1276726565448851,0.8089875391996671,74.93150989420482,64.15050430458177
2026-06-18 10:41:51.082529,0.1248853059680788,0.8277707552184892,75.05788599583943,48.939424404106006
2026-06-18 10:42:01.943534,0.1276726565448851,0.8089875391996671,74.93150989420482,64.15050430458177
2026-06-18 10:42:30.919074,0.1353643028909312,0.5256314856532646,73.68689548707202,65.1610778173087
2026-06-18 10:42:43.323431,0.1276726565448851,0.808987539199667,74.93150989420482,64.15050430458177
2026-06-18 10:43:46.739062,0.1353643028909312,0.5256314856532646,73.68689548707202,65.1610778173087
2026-06-18 10:47:22.445039,0.1353643028909312,0.5256314856532647,73.68689548707202,70.06388236535182
2026-06-18 10:50:16.703740,0.1353643028909312,0.5256314856532646,73.68689548707202,65.37679862552058
2026-06-18 10:50:58.648945,0.1353643028909312,0.5256314856532645,73.68689548707201,69.37794778521646
2026-06-18 10:51:02.972659,0.1353643028909312,0.5256314856532646,73.68689548707202,69.37794778521646
2026-06-18 10:51:17.262422,0.1353643028909312,0.5256314856532646,73.68689548707202,65.24694368581272
2026-06-18 10:52:20.614582,0.1353643028909312,0.5256314856532646,73.68689548707202,64.80217273431596
2026-06-18 10:52:36.832085,0.1353643028909312,0.5256314856532646,73.68689548707202,64.80217273431596
2026-06-18 10:53:50.759045,0.1353643028909312,0.5256314856532646,73.68689548707202,75.06388236535182
2026-06-18 10:55:16.479751,0.13536430289093127,0.5256314856532646,73.68689548707202,80.06388236535182
